Nivel,Largo_Patron,Aciertos,Errores,Tiempo_Reaccion,Racha,Accion_ML
4,5,5,0,6.9,8,SUBIR
4,5,5,0,8.6,8,SUBIR
4,5,4,1,8.94,8,MANTENER
1,2,2,0,2.45,8,SUBIR
3,4,4,0,7.45,8,SUBIR
5,5,4,1,10.22,8,BAJAR
1,2,2,0,2.51,8,SUBIR
3,4,4,0,5.42,8,SUBIR
2,3,3,0,5.19,8,SUBIR
5,5,5,0,10.46,8,MANTENER
3,4,4,0,4.52,8,SUBIR
3,4,3,1,9.64,7,BAJAR
3,4,3,1,6.88,7,MANTENER
2,3,2,1,4.87,6,MANTENER
2,3,2,1,7.0,6,BAJAR
5,5,4,1,9.04,6,BAJAR
3,4,4,0,5.21,7,SUBIR
1,2,2,0,3.2,7,SUBIR
5,5,4,1,9.54,6,BAJAR
4,5,5,0,6.23,6,SUBIR
2,3,3,0,4.29,6,SUBIR
2,3,3,0,4.95,6,SUBIR
3,4,4,0,4.77,6,SUBIR
4,5,4,1,10.56,5,BAJAR
4,5,4,1,11.3,5,BAJAR
3,4,4,0,5.81,5,SUBIR
1,2,2,0,3.13,5,SUBIR
5,5,5,0,7.33,6,MANTENER
5,5,5,0,6.63,6,MANTENER
2,3,3,0,3.07,7,SUBIR
5,5,5,0,6.86,7,MANTENER
3,4,3,1,7.58,7,MANTENER
1,2,2,0,2.62,7,SUBIR
5,5,4,1,7.89,7,BAJAR
4,5,4,1,9.52,6,MANTENER
1,2,2,0,2.77,7,SUBIR
3,4,3,1,8.59,7,BAJAR
4,5,5,0,9.13,7,SUBIR
2,3,2,1,7.01,7,BAJAR
1,2,1,1,5.12,6,MANTENER
5,5,4,1,9.14,6,BAJAR
1,2,1,1,6.22,5,MANTENER
2,3,3,0,3.19,5,SUBIR
1,2,2,0,3.75,5,SUBIR
4,5,4,1,8.27,5,MANTENER
5,5,4,1,13.07,4,BAJAR
1,2,2,0,3.15,4,SUBIR
1,2,2,0,2.84,5,SUBIR
5,5,4,1,12.66,4,BAJAR
5,5,4,1,13.53,3,BAJAR
4,5,4,1,8.97,3,MANTENER
5,5,5,0,7.13,3,MANTENER
3,4,3,1,8.72,3,BAJAR
3,4,4,0,6.68,3,SUBIR
1,2,2,0,2.93,4,SUBIR
2,3,3,0,5.01,4,SUBIR
4,5,5,0,7.52,4,SUBIR
5,5,4,1,8.54,3,BAJAR
3,4,4,0,6.78,4,SUBIR
5,5,4,1,10.08,4,BAJAR
4,5,4,1,7.88,3,MANTENER
5,5,4,1,10.35,3,BAJAR
2,3,3,0,3.91,4,SUBIR
4,5,4,1,11.67,3,BAJAR
2,3,3,0,5.31,4,SUBIR
3,4,4,0,6.18,5,SUBIR
5,5,4,1,9.63,5,BAJAR
4,5,5,0,6.47,5,SUBIR
5,5,4,1,9.29,4,BAJAR
1,2,2,0,4.16,4,MANTENER
5,5,4,1,10.86,4,BAJAR
4,5,4,1,10.56,3,BAJAR
1,2,2,0,2.21,3,SUBIR
2,3,3,0,5.06,3,SUBIR
5,5,4,1,9.79,2,BAJAR
1,2,2,0,3.39,3,SUBIR
4,5,5,0,6.37,4,SUBIR
4,5,5,0,6.51,4,SUBIR
5,5,4,1,9.38,4,BAJAR
2,3,3,0,5.22,5,SUBIR
3,4,3,1,6.56,4,MANTENER
3,4,4,0,6.39,4,SUBIR
1,2,2,0,2.6,4,SUBIR
3,4,3,1,8.37,3,MANTENER
3,4,4,0,5.37,3,SUBIR
2,3,2,1,7.56,3,BAJAR
1,2,2,0,2.68,4,SUBIR
3,4,3,1,8.39,4,MANTENER
4,5,4,1,8.0,3,MANTENER
4,5,4,1,11.58,3,BAJAR
1,2,1,1,5.1,2,MANTENER
5,5,5,0,7.55,2,MANTENER
5,5,5,0,8.03,3,MANTENER
5,5,4,1,10.13,2,BAJAR
1,2,2,0,3.64,2,SUBIR
3,4,3,1,7.34,1,MANTENER
3,4,4,0,5.11,1,SUBIR
5,5,5,0,7.89,2,MANTENER
2,3,3,0,4.7,2,SUBIR
1,2,2,0,2.36,2,SUBIR
1,2,2,0,2.23,2,SUBIR
2,3,3,0,5.16,2,SUBIR
3,4,3,1,7.02,1,MANTENER
1,2,1,1,6.43,1,MANTENER
2,3,2,1,7.48,0,BAJAR
1,2,1,1,6.07,-1,MANTENER
4,5,4,1,10.04,-1,MANTENER
1,2,2,0,2.76,0,SUBIR
2,3,3,0,5.07,1,SUBIR
5,5,4,1,11.07,0,BAJAR
2,3,2,1,5.67,-1,MANTENER
5,5,4,1,9.38,-2,BAJAR
3,4,3,1,7.49,-3,MANTENER
1,2,2,0,3.58,-2,SUBIR
4,5,5,0,6.85,-2,MANTENER
3,4,4,0,5.18,-2,MANTENER
3,4,4,0,5.34,-1,MANTENER
5,5,4,1,10.61,-1,BAJAR
5,5,4,1,10.44,-2,BAJAR
1,2,1,1,6.79,-2,MANTENER
2,3,3,0,4.17,-2,MANTENER
2,3,2,1,6.21,-3,MANTENER
3,4,4,0,5.87,-2,MANTENER
5,5,5,0,7.11,-2,MANTENER
1,2,2,0,3.82,-1,SUBIR
1,2,2,0,3.65,0,SUBIR
2,3,3,0,5.21,0,SUBIR
1,2,2,0,2.6,1,SUBIR
2,3,3,0,4.12,2,SUBIR
3,4,4,0,4.79,3,SUBIR
2,3,3,0,4.76,4,SUBIR
2,3,3,0,5.48,4,SUBIR
1,2,2,0,3.41,4,SUBIR
3,4,4,0,7.13,5,SUBIR
5,5,5,0,8.0,6,MANTENER
2,3,3,0,5.15,6,SUBIR
5,5,4,1,8.31,5,BAJAR
4,5,4,1,11.59,5,BAJAR
4,5,4,1,8.68,4,MANTENER
3,4,4,0,5.55,4,SUBIR
1,2,2,0,2.18,4,SUBIR
3,4,4,0,6.92,5,SUBIR
3,4,4,0,6.8,5,SUBIR
2,3,2,1,6.47,4,MANTENER
5,5,5,0,9.08,5,MANTENER
3,4,4,0,6.09,5,SUBIR
5,5,4,1,9.86,4,BAJAR
3,4,4,0,5.27,4,SUBIR
1,2,2,0,4.1,4,MANTENER
1,2,2,0,2.25,5,SUBIR
2,3,3,0,4.76,6,SUBIR
1,2,1,1,5.03,6,MANTENER
4,5,4,1,11.3,6,BAJAR
3,4,3,1,8.83,6,BAJAR
5,5,5,0,6.76,7,MANTENER
3,4,3,1,6.48,6,MANTENER
2,3,3,0,4.85,6,SUBIR
1,2,1,1,4.16,6,MANTENER
1,2,2,0,2.39,6,SUBIR
3,4,4,0,5.88,6,SUBIR
5,5,4,1,11.07,6,BAJAR
3,4,4,0,5.38,6,SUBIR
3,4,4,0,5.76,7,SUBIR
3,4,3,1,9.08,6,BAJAR
3,4,4,0,5.69,7,SUBIR
5,5,5,0,9.16,7,MANTENER
5,5,4,1,10.4,7,BAJAR
5,5,4,1,10.9,6,BAJAR
3,4,4,0,5.7,6,SUBIR
3,4,4,0,7.24,6,SUBIR
3,4,3,1,6.31,5,MANTENER
3,4,4,0,7.5,5,SUBIR
4,5,4,1,8.74,4,MANTENER
4,5,4,1,8.21,4,MANTENER
2,3,3,0,5.39,5,SUBIR
5,5,4,1,11.87,5,BAJAR
2,3,2,1,4.94,4,MANTENER
3,4,4,0,4.62,4,SUBIR
4,5,4,1,8.69,4,MANTENER
4,5,4,1,11.14,3,BAJAR
1,2,2,0,4.46,3,MANTENER
5,5,4,1,10.16,3,BAJAR
3,4,4,0,6.36,3,SUBIR
5,5,4,1,8.32,3,BAJAR
4,5,5,0,7.89,4,SUBIR
1,2,2,0,3.96,5,SUBIR
3,4,3,1,8.25,4,MANTENER
1,2,1,1,3.62,3,MANTENER
1,2,2,0,4.5,4,MANTENER
2,3,3,0,3.03,5,SUBIR
4,5,4,1,8.8,5,MANTENER
3,4,3,1,9.25,5,BAJAR
1,2,2,0,2.89,5,SUBIR
3,4,4,0,5.04,5,SUBIR
1,2,2,0,3.19,5,SUBIR
2,3,3,0,3.93,6,SUBIR
3,4,3,1,9.23,5,BAJAR
1,2,1,1,6.47,4,MANTENER
3,4,4,0,4.81,5,SUBIR
1,2,1,1,4.49,5,MANTENER
3,4,4,0,7.39,6,SUBIR
4,5,4,1,10.89,6,BAJAR
5,5,5,0,9.56,7,MANTENER
4,5,4,1,7.13,7,MANTENER
4,5,4,1,11.37,6,BAJAR
4,5,5,0,6.24,7,SUBIR
1,2,2,0,2.78,7,SUBIR
4,5,5,0,6.1,7,SUBIR
3,4,3,1,7.71,6,MANTENER
3,4,3,1,7.72,6,MANTENER
1,2,1,1,4.8,5,MANTENER
4,5,4,1,9.08,5,MANTENER
1,2,2,0,2.68,6,SUBIR
5,5,5,0,7.82,7,MANTENER
2,3,3,0,4.52,8,SUBIR
1,2,2,0,3.1,8,SUBIR
5,5,5,0,9.64,8,MANTENER
4,5,5,0,6.88,8,SUBIR
1,2,2,0,2.14,8,SUBIR
4,5,4,1,8.31,8,MANTENER
1,2,2,0,2.93,8,SUBIR
5,5,5,0,7.5,8,MANTENER
4,5,5,0,7.47,8,SUBIR
1,2,1,1,5.49,7,MANTENER
2,3,3,0,3.2,7,SUBIR
2,3,2,1,6.54,7,BAJAR
1,2,2,0,4.18,7,MANTENER
2,3,2,1,5.46,6,MANTENER
3,4,4,0,5.94,7,SUBIR
3,4,3,1,6.84,7,MANTENER
2,3,3,0,4.48,8,SUBIR
2,3,3,0,3.54,8,SUBIR
2,3,2,1,8.05,8,BAJAR
4,5,5,0,8.63,8,SUBIR
2,3,3,0,4.12,8,SUBIR
5,5,4,1,8.74,7,BAJAR
1,2,2,0,3.73,8,SUBIR
2,3,2,1,6.17,7,MANTENER
3,4,4,0,4.81,7,SUBIR
5,5,5,0,6.56,7,MANTENER
5,5,4,1,12.9,6,BAJAR
5,5,5,0,9.85,7,MANTENER
2,3,3,0,4.66,8,SUBIR
4,5,4,1,9.47,7,MANTENER
1,2,2,0,2.04,7,SUBIR
3,4,3,1,8.19,6,MANTENER
5,5,4,1,11.26,6,BAJAR
3,4,4,0,7.05,7,SUBIR
2,3,3,0,4.32,7,SUBIR
3,4,4,0,5.89,7,SUBIR
3,4,4,0,4.53,8,SUBIR
1,2,1,1,4.25,7,MANTENER
1,2,2,0,2.52,7,SUBIR
5,5,4,1,9.23,6,BAJAR
3,4,4,0,4.82,7,SUBIR
4,5,5,0,8.43,7,SUBIR
5,5,5,0,9.25,7,MANTENER
4,5,5,0,7.08,8,SUBIR
5,5,5,0,10.88,8,MANTENER
4,5,4,1,10.56,7,BAJAR
3,4,3,1,6.74,6,MANTENER
4,5,4,1,8.58,5,MANTENER
3,4,3,1,9.01,4,BAJAR
1,2,2,0,2.0,4,SUBIR
3,4,4,0,5.22,5,SUBIR
4,5,4,1,11.64,5,BAJAR
1,2,1,1,5.99,5,MANTENER
3,4,3,1,8.1,5,MANTENER
5,5,5,0,7.31,5,MANTENER
5,5,4,1,11.27,4,BAJAR
1,2,2,0,2.87,5,SUBIR
5,5,4,1,9.17,4,BAJAR
4,5,4,1,7.87,4,MANTENER
5,5,5,0,7.77,5,MANTENER
3,4,4,0,6.21,5,SUBIR
3,4,3,1,5.6,5,MANTENER
2,3,2,1,5.99,5,MANTENER
5,5,4,1,10.8,4,BAJAR
1,2,1,1,4.31,3,MANTENER
3,4,3,1,7.88,3,MANTENER
1,2,2,0,3.01,4,SUBIR
2,3,3,0,4.83,5,SUBIR
5,5,4,1,12.43,5,BAJAR
5,5,5,0,8.13,5,MANTENER
1,2,2,0,4.47,6,MANTENER
3,4,4,0,4.62,6,SUBIR
2,3,3,0,4.6,7,SUBIR
1,2,2,0,3.39,8,SUBIR
4,5,5,0,6.16,8,SUBIR
3,4,4,0,4.82,8,SUBIR
1,2,2,0,2.18,8,SUBIR
2,3,3,0,3.77,8,SUBIR
2,3,2,1,5.27,7,MANTENER
5,5,5,0,7.92,8,MANTENER
5,5,4,1,9.81,7,BAJAR
2,3,2,1,7.88,6,BAJAR
4,5,4,1,8.71,6,MANTENER
4,5,4,1,11.21,5,BAJAR
1,2,2,0,2.94,5,SUBIR
1,2,2,0,2.35,5,SUBIR
1,2,1,1,3.92,5,MANTENER
3,4,4,0,4.86,5,SUBIR
2,3,2,1,5.67,5,MANTENER
5,5,4,1,11.02,5,BAJAR
4,5,4,1,10.45,5,MANTENER
4,5,5,0,8.1,5,SUBIR
4,5,5,0,9.25,6,SUBIR
2,3,2,1,7.26,5,BAJAR
1,2,2,0,4.45,6,MANTENER
3,4,4,0,4.91,7,SUBIR
2,3,3,0,4.44,8,SUBIR
4,5,5,0,7.35,8,SUBIR
5,5,4,1,10.9,8,BAJAR
5,5,5,0,6.81,8,MANTENER
1,2,2,0,2.98,8,SUBIR
3,4,4,0,5.69,8,SUBIR
2,3,3,0,4.5,8,SUBIR
5,5,5,0,7.24,8,MANTENER
5,5,4,1,11.98,7,BAJAR
1,2,2,0,3.5,8,SUBIR
1,2,2,0,2.93,8,SUBIR
3,4,3,1,7.88,8,MANTENER
4,5,5,0,9.38,8,SUBIR
4,5,5,0,9.28,8,SUBIR
3,4,4,0,5.65,8,SUBIR
3,4,4,0,5.0,8,SUBIR
2,3,3,0,3.12,8,SUBIR
1,2,1,1,5.02,7,MANTENER
4,5,5,0,6.15,8,SUBIR
2,3,3,0,3.0,8,SUBIR
3,4,4,0,7.11,8,SUBIR
5,5,5,0,9.27,8,MANTENER
1,2,2,0,3.8,8,SUBIR
3,4,4,0,6.02,8,SUBIR
4,5,4,1,10.94,8,BAJAR
1,2,2,0,2.58,8,SUBIR
2,3,3,0,5.01,8,SUBIR
4,5,4,1,7.51,7,MANTENER
2,3,3,0,3.1,7,SUBIR
1,2,2,0,2.13,7,SUBIR
3,4,3,1,6.11,7,MANTENER
1,2,2,0,4.02,8,MANTENER
5,5,4,1,11.0,7,BAJAR
3,4,3,1,7.09,6,MANTENER
5,5,5,0,9.05,6,MANTENER
1,2,2,0,2.44,6,SUBIR
5,5,4,1,12.29,6,BAJAR
3,4,4,0,5.71,6,SUBIR
5,5,4,1,10.53,5,BAJAR
3,4,3,1,8.04,5,MANTENER
1,2,2,0,3.71,5,SUBIR
2,3,3,0,4.21,5,SUBIR
3,4,4,0,6.37,5,SUBIR
3,4,4,0,5.79,5,SUBIR
3,4,4,0,5.87,6,SUBIR
5,5,5,0,10.35,6,MANTENER
2,3,2,1,5.82,5,MANTENER
2,3,3,0,3.96,6,SUBIR
2,3,3,0,3.16,7,SUBIR
4,5,4,1,9.72,6,MANTENER
4,5,4,1,9.92,5,MANTENER
4,5,5,0,7.6,6,SUBIR
4,5,4,1,11.66,5,BAJAR
4,5,4,1,9.85,4,MANTENER
4,5,5,0,8.54,4,SUBIR
1,2,1,1,4.76,3,MANTENER
5,5,5,0,7.84,4,MANTENER
2,3,3,0,3.71,5,SUBIR
2,3,3,0,5.37,5,SUBIR
3,4,3,1,6.42,4,MANTENER
1,2,2,0,2.75,5,SUBIR
1,2,2,0,3.23,6,SUBIR
3,4,4,0,7.02,7,SUBIR
5,5,4,1,13.03,7,BAJAR
5,5,5,0,7.51,7,MANTENER
1,2,2,0,3.99,8,SUBIR
5,5,4,1,10.92,7,BAJAR
5,5,4,1,12.03,7,BAJAR
3,4,4,0,5.05,7,SUBIR
4,5,5,0,8.82,7,SUBIR
3,4,3,1,8.88,7,BAJAR
2,3,3,0,4.44,8,SUBIR
4,5,4,1,7.62,8,MANTENER
1,2,2,0,3.85,8,SUBIR
3,4,3,1,7.36,8,MANTENER
2,3,3,0,3.51,8,SUBIR
2,3,2,1,6.46,8,MANTENER
3,4,3,1,8.92,8,BAJAR
2,3,2,1,6.45,7,MANTENER
3,4,4,0,7.14,8,SUBIR
4,5,4,1,10.71,8,BAJAR
2,3,3,0,3.25,8,SUBIR
3,4,4,0,6.4,8,SUBIR
4,5,4,1,10.09,7,MANTENER
2,3,3,0,3.36,8,SUBIR
5,5,4,1,9.65,8,BAJAR
5,5,5,0,10.76,8,MANTENER
5,5,4,1,7.62,8,BAJAR
3,4,4,0,6.42,8,SUBIR
3,4,4,0,7.12,8,SUBIR
4,5,5,0,8.31,8,SUBIR
3,4,4,0,6.0,8,SUBIR
4,5,5,0,7.01,8,SUBIR
4,5,4,1,9.26,8,MANTENER
2,3,3,0,3.73,8,SUBIR
2,3,3,0,3.17,8,SUBIR
4,5,5,0,8.84,8,SUBIR
5,5,4,1,9.3,7,BAJAR
3,4,4,0,5.13,7,SUBIR
3,4,4,0,6.42,7,SUBIR
2,3,3,0,3.02,7,SUBIR
1,2,2,0,2.49,8,SUBIR
3,4,4,0,5.97,8,SUBIR
1,2,2,0,3.03,8,SUBIR
1,2,2,0,2.97,8,SUBIR
2,3,2,1,8.0,7,BAJAR
4,5,4,1,8.52,7,MANTENER
2,3,3,0,3.68,8,SUBIR
4,5,4,1,10.3,8,MANTENER
1,2,2,0,2.7,8,SUBIR
2,3,3,0,4.98,8,SUBIR
2,3,2,1,5.82,8,MANTENER
3,4,4,0,6.66,8,SUBIR
4,5,5,0,8.1,8,SUBIR
2,3,2,1,5.31,8,MANTENER
2,3,3,0,3.16,8,SUBIR
1,2,1,1,6.35,8,MANTENER
4,5,5,0,6.6,8,SUBIR
4,5,4,1,8.42,8,MANTENER
4,5,4,1,10.12,8,MANTENER
4,5,5,0,6.49,8,SUBIR
3,4,3,1,9.25,7,BAJAR
2,3,2,1,5.25,6,MANTENER
1,2,2,0,3.98,6,SUBIR
5,5,5,0,10.52,7,MANTENER
2,3,3,0,4.96,7,SUBIR
4,5,5,0,7.51,8,SUBIR
5,5,4,1,10.81,7,BAJAR
3,4,3,1,7.29,7,MANTENER
4,5,5,0,7.11,8,SUBIR
5,5,4,1,11.9,8,BAJAR
3,4,3,1,8.49,7,MANTENER
3,4,4,0,6.29,8,SUBIR
2,3,3,0,4.89,8,SUBIR
1,2,1,1,4.23,7,MANTENER
5,5,5,0,8.11,7,MANTENER
2,3,2,1,6.4,7,MANTENER
3,4,4,0,5.3,7,SUBIR
4,5,5,0,7.71,8,SUBIR
3,4,4,0,6.49,8,SUBIR
5,5,4,1,9.87,7,BAJAR
2,3,2,1,5.74,6,MANTENER
4,5,4,1,9.37,5,MANTENER
4,5,5,0,7.99,6,SUBIR
4,5,5,0,6.24,6,SUBIR
1,2,2,0,2.15,6,SUBIR
5,5,4,1,10.11,5,BAJAR
4,5,4,1,9.95,4,MANTENER
2,3,2,1,5.44,4,MANTENER
4,5,5,0,8.24,4,SUBIR
4,5,4,1,11.26,3,BAJAR
5,5,5,0,9.12,3,MANTENER
1,2,2,0,4.19,3,MANTENER
4,5,5,0,7.79,3,SUBIR
4,5,4,1,10.2,2,MANTENER
4,5,5,0,9.09,2,SUBIR
4,5,5,0,7.54,2,SUBIR
4,5,4,1,11.7,1,BAJAR
4,5,4,1,10.45,1,MANTENER
1,2,2,0,3.43,2,SUBIR
5,5,5,0,6.91,2,MANTENER
1,2,2,0,4.21,2,MANTENER
1,2,1,1,6.93,2,MANTENER
